Fecha,EVENTO,A/C,ENCABEZADO EVENTO,Minutos
2020-03-06,7557,Avión 18,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,17
2020-03-09,7599,Avión 14,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,17
2024-06-12,66710,Avión 1,MEDICION CARGA POR VARILLA 2.3,17
2023-12-14,57591,Avión 38,MEDICION CARGA VARILLA Y CHEQUEO SENSOR PUERTA REPOSTAJE,17
2024-01-28,59805,Avión 38,MEDICION POR VARILLA,17
2019-03-12,1007,Avión 1,MOL - AVION EN MANTENIMIENTO LPA POR TRABAJOS PROGRAMADOS,17
2021-08-01,17016,Avión 7,NACELLE OVHT,17
2023-03-03,42902,Avión 24,NO INFO,17
2023-01-12,40547,Avión 38,NO PUEDEN CERRAR LA PUERTA DE LA BODEGA.,17
2023-07-25,50147,Avión 36,OCM1200 RH  500FH,17
2023-03-10,43038,Avión 38,OUTFLOW NORM FAULT AFTER LANDING,17
2023-05-02,45795,Avión 1,OXY BOTTLE,17
2023-03-28,43965,Avión 8,OXY MASK,17
2021-08-16,17602,Avión 23,PA VOLUME TOO HIGH.,17
2024-06-04,66256,Avión 19,PANEL DE CONTROL COPILOTO  GOLPE EN EL FUSELAJE LADO DERECH,17
2024-03-18,62215,Avión 28,PBE DESPRECINTADA,17
2023-08-30,52189,Avión 7,PERDIDA HIDRAULICO,17
2021-07-18,16445,Avión 7,PERMANENT OCCUPIED INDICATION OF THE TOILET,17
2021-08-02,17046,Avión 22,PILOT REPORT - EECC PLUG,17
2018-08-15,34,Avión 2,PILOT REPORT - OPERATIONAL TLB 00807231,17
2020-03-24,7820,Avión 23,PILOT REPORT - TECHNICAL INCIDENT,17
2024-06-20,67253,Avión 35,PILOTO INDICA QUE NECESITA EXTINTOR DE AGUA,17
2024-02-15,60618,Avión 36,POP OUT HYD,17
2024-02-02,60016,Avión 14,POP UP HYD,17
2024-03-14,62018,Avión 38,PROBLEMA CON BATERIA,17
2023-12-03,57047,Avión 13,PROBLEMAS CON EFIS,17
2023-10-05,54135,Avión 18,PROBLEMAS CON GNSS,17
2024-06-13,66790,Avión 8,PROBLEMAS CON INTERFONO,17
2023-10-05,54155,Avión 38,PROBLEMAS CON LA BASE DE DATOS,17
2023-07-25,50168,Avión 36,PROBLEMAS CON TRIM Y AUTOPILOT,17
2022-01-24,24688,Avión 2,PROBLEMAS PUERTA BODEGA Y TRAMPILLA GPU,17
2019-10-28,5252,Avión 25,PUERTA BODEGA BLOQUEADA EN ACE,17
2023-10-26,55212,Avión 39,PUERTA DEL BAÑO TIENE EL POMO ROTO,17
2021-10-13,20018,Avión 25,REFUELING ASYMETRY,17
2022-11-28,38415,Avión 28,RH PACK AIR INTAKE VERY DAMAGED,17
2022-12-26,39809,Avión 17,RUBBER BAND SERVICE DOOR BROKEN,17
2020-02-15,7224,Avión 31,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,17
2024-06-29,67909,Avión 25,SIN ACCION DE MTTO,17
2023-06-04,47440,Avión 18,SIN ACCION DE MTTO,17
2019-03-15,1073,Avión 2,SOLICITAN MTTO ESTIMADA 20,17
2021-08-02,17063,Avión 23,TEMPERATURE COMP SEL CABIN FIXED INTO 35C DOESNT WORK.,17
2022-12-31,40033,Avión 2,WP OCM1000  DIF SEAT,17
2021-06-14,15172,Avión 8,XRDR 2 FAULT IN FLIGHT,17
2020-07-25,9084,Avión 31,413631,17
2020-10-04,10561,Avión 23,435611,17
2020-10-04,10564,Avión 23,435621,17
2020-01-05,6546,Avión 19,901991,17
2019-12-24,6341,Avión 3,917831,17
2019-12-29,6419,Avión 10,933191,17
,328,,-,17
,450,,-,17
,2206,,-,17
,4480,,-,17
,16091,,-,17
,68813,,-,17
2023-07-13,49476,Avión 23,3MO600LDEMERG BATT TOILET SPEAKER,16
2021-02-11,12857,Avión 13,46099D1,16
2021-03-22,13497,Avión 2,99573D1,16
2022-12-09,39009,Avión 2,114434D1,16
2019-10-30,5284,Avión 16,AC SOLICITA MTTO,16
2019-11-09,5464,Avión 1,AC SOLICITA MTTO,16
2019-05-20,2130,Avión 31,AC SOLICITA MTTO EN LPA,16
2022-11-06,37425,Avión 20,ACW GEN 1 FAULT,16
2023-10-09,54304,Avión 36,ADSB FAULT  SENSOR LIMIT,16
2021-10-22,20552,Avión 32,AI ENG 1 FAIL,16
2022-10-02,35772,Avión 1,ANTICING PIT STBY FAULT,16
2023-05-22,46799,Avión 2,ANTISKID,16
2023-06-08,47638,Avión 16,ASIENTO 12A INOP,16
2023-08-20,51642,Avión 10,ASIENTO COPILOTO,16
2022-11-27,38371,Avión 14,ATPCS - TROUBLESHOOTING,16
2021-09-03,18316,Avión 21,CADUCADA LA ULTIMA REVISION,16
2021-12-01,22443,Avión 20,CAJA EQUIPO PROTECCION DESPRECINTADA,16
2022-04-13,27892,Avión 12,CALCULOS DE COMBUSTIBLE POR DIFERIDO,16
2022-05-10,28922,Avión 14,CALENTAMIENTO DE FRENOS EN SPC,16
2023-12-01,56985,Avión 21,CARGA CON VARILLA,16
2019-07-22,3283,Avión 4,CARGA DE OXIGENO P.06,16
2023-08-21,51669,Avión 14,CARGO DOOR,16
2024-03-03,61518,Avión 34,CASCOS HANDLING,16
2023-03-26,43876,Avión 1,CHECK PROPELLER BLADE ENG N1,16
2024-01-21,59437,Avión 20,CHEQUEAR MOTOR POR MANCHA ACEITE,16
2023-10-02,53901,Avión 14,CINTO DE LA CAMILLA ENGANCHADO,16
2023-09-11,52780,Avión 39,CINTURON OBSERVER,16
2023-03-31,44139,Avión 23,COMM PANEL CM1VHF1 VOLUME SELECTOR BROKEN,16
2024-02-06,60222,Avión 38,CONSULTA MTTO,16
2019-11-20,5846,Avión 16,CREADO EVENTO X RETRASO AIMS,16
2019-10-31,5299,Avión 16,CREW AVISA 0647,16
2019-09-18,4496,Avión 7,CREW AVISA A LAS 1335Z,16
2020-09-27,10425,Avión 2,CREW QUERY - OPERATIONAL,16
2020-10-03,10560,Avión 2,CREW QUERY - OPERATIONAL,16
2022-02-27,25890,Avión 14,CREW QUERY - OPERATIONAL,16
2022-07-14,31791,Avión 21,CREW QUERY - OPERATIONAL,16
2022-08-21,33730,Avión 35,CREW QUERY - OPERATIONAL,16
2022-12-09,39019,Avión 37,CREW QUERY - OPERATIONAL,16
2023-02-19,42210,Avión 13,CREW QUERY - OPERATIONAL,16
2019-07-19,3251,Avión 31,CREW SOLICITA MTTO,16
2019-07-19,3252,Avión 4,CREW SOLICITA MTTO,16
2019-08-10,3743,Avión 2,CREW SOLICITA MTTO 0549Z,16
2019-08-18,3910,Avión 19,CREW SOLICITA MTTO 1330 Z,16
2023-06-01,47267,Avión 22,DC GEN 1 FAULT AFTER START UP.,16
2023-09-09,52979,Avión 13,EADI FO US,16
2022-10-23,36794,Avión 28,FECHA DE UN EXTINTOR,16
2023-05-31,47235,Avión 25,FEED LOW PRESS LIGHT ENGINE 2,16
2023-05-15,46447,Avión 17,FOLDED PASSENSER DOOR,16
2023-09-28,53688,Avión 39,FUEL UNBALANCE,16
2022-12-31,40049,Avión 31,FUT DISTRIBUTION  SRAS  BSI,16
2023-07-02,48911,Avión 16,HYDRAULIC GATE AMERICAN TAPE DETACHED,16
2021-04-26,14133,Avión 20,HYDRAULIC LEAK ON MLG,16
2023-09-15,53032,Avión 17,INDICACION DEL TREN UNLOCK,16
2022-11-30,38529,Avión 13,INDICATION ERROR IN FUEL PANEL,16
2022-04-30,28522,Avión 16,INTERFONO FUERA DE SERVICIO.,16
2020-02-05,7077,Avión 3,LATE RELEASE FROM SCH MAINT - TECHNICAL,16
2020-10-05,10599,Avión 16,LATE RELEASE FROM SCH MAINT - TECHNICAL,16
2021-08-16,17608,Avión 6,LEFT BRAKE ACCU DROP,16
2023-05-23,46861,Avión 22,LIFEJACKET BABY,16
2019-06-22,2694,Avión 16,LIMITACION OPERATIVA 25-11-2 TRANSPORTIN COCKPIT INOPERATIVO,16
2023-02-13,41968,Avión 2,LUCES DE EMERGENCIA,16
2022-03-15,26591,Avión 7,LUZ INOP,16
2020-08-11,9464,Avión 20,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,16
2020-10-07,10649,Avión 6,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,16
2020-07-22,9029,Avión 19,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,16
2022-03-04,26122,Avión 21,MEDICION COMBUSTIBLE,16
2024-06-12,66717,Avión 1,MEDICIÓN DE CARGA POR VARILLA,16
2022-10-21,36706,Avión 21,MEDICION VARILLAS,16
2022-12-31,40064,Avión 16,MEDICION VARILLAS,16
2023-01-07,40320,Avión 16,MEDICION VARILLAS,16
2021-08-06,18262,Avión 22,NO INFO,16
2021-08-07,18264,Avión 14,NO INFO,16
2021-09-02,18283,Avión 22,NO INFO,16
2022-01-28,37458,Avión 2,NO INFO,16
2023-03-14,43242,Avión 18,NO INFO,16
2022-12-22,39683,Avión 35,NOSE LDG GEAR GREEN LIGH DURING FLIGHT,16
2023-03-19,43499,Avión 37,OUTFLOW BK UP FAULT-SEVERAL TIMES,16
2020-07-13,8876,Avión 2,PILOT REPORT - OPERATIONAL,16
2022-09-30,35662,Avión 16,PILOT REPORT - OPERATIONAL,16
2024-07-20,69021,Avión 24,PILOTO SOLICITA MANTENIMEITO POR ALERTA DE RECIRCULATION FAN,16
2021-06-30,15725,Avión 32,PROBLEMA CON BOMBA EYECTORA,16
2023-09-05,52493,Avión 14,PUERTA DELANTERA BODEGA INOP,16
2024-03-24,62481,Avión 10,REPOSABRAZOS 2C EMBELLECEDOR,16
2023-05-11,46291,Avión 19,SENSOR DOOR,16
2024-02-15,60666,Avión 44,SIN ACCION DE MTTO,16
2023-08-17,52426,Avión 20,SIN ACCION DE MTTO,16
2023-11-05,55682,Avión 18,SOLICITAN MTTO SIN MAS INFORMACION,16
2019-07-16,3170,Avión 31,SOLICITAN MTTO-MOTOR DERECHO,16
2019-12-05,5974,Avión 7,SOLICTAN MTTO CHEQUEO IMPACTO RAYO,16
2019-12-12,6115,Avión 25,SOLICTAN MTTO PROBLEMAS PUERTA DE CARGA,16
2023-09-08,52632,Avión 13,STARTER 2 NO ARRANCA,16
2023-08-03,50692,Avión 32,TROLLY DEL GALLEY ATASCADO,16
2023-04-27,45510,Avión 18,YAW DAMPER,16
2020-03-06,7558,Avión 13,414131,16
2020-02-21,7339,Avión 22,427521,16
2022-08-05,32913,Avión 31,614891,16
2020-10-09,10694,Avión 1,946661,16
2020-10-05,10589,Avión 11,948491,16
2022-09-27,35490,Avión 11,51153552,16
,5588,,-,16
,11987,,-,16
,12266,,-,16
,21645,,-,16
2024-01-07,58738,Avión 28,2 ANOTACIONES DE MOTOR 2,15
2021-12-10,22940,Avión 20,2 PTV MAT & COCKPIT COVER,15
2023-08-07,50912,Avión 15,3 ANOTACIONES,15
2021-09-17,18818,Avión 7,12 LIGHT TRU US,15
2022-10-18,36548,Avión 4,100 NP ENG N 1 AND ENG N2 82,15
2020-03-02,7519,Avión 15,00686D1,15
2020-10-24,10963,Avión 15,02167D1,15
2020-12-03,11728,Avión 23,45754D1,15
2021-05-18,14584,Avión 16,50160D1,15
2022-12-23,39698,Avión 38,65309D1,15
2020-03-02,7486,Avión 3,00927901 LIMITATION 21-50-1,15
2019-08-02,3554,Avión 3,AC SOLCITA MTTO,15
2019-06-09,2461,Avión 13,AC SOLICITA MTTO,15
2019-06-11,2487,Avión 23,AC SOLICITA MTTO,15
2019-07-12,3094,Avión 19,AC SOLICITA MTTO,15
2019-07-15,3148,Avión 31,AC SOLICITA MTTO,15
2019-08-15,3843,Avión 25,AC SOLICITA MTTO,15
2019-12-15,6175,Avión 23,AC SOLICITA MTTO,15
2019-05-05,1894,Avión 19,AC SOLICITA MTTO A SU LLEGADA A LPA,15
2023-10-01,53847,Avión 28,ACW 1 FAULT,15
2023-05-01,45746,Avión 4,ACW GEN 1 FAULT,15
2021-09-20,18904,Avión 13,AIL LOCK,15
2019-06-29,2834,Avión 25,ALTA TEMP. PACK IZQ,15
2023-08-27,52001,Avión 41,ANOTACION DE PINTURA,15
2022-11-18,37992,Avión 12,APU FAIL,15
2023-10-31,55431,Avión 40,AUDIO PANEL FALLA,15
2022-10-02,35776,Avión 14,AUTOFEATHER TEST FAIL,15
2021-05-30,14841,Avión 1,AUTOPRESS TEST INOP,15
2018-12-12,400,Avión 18,AVERIA,15
2019-11-12,5514,Avión 4,AVION FINALIZA LINEA EN LPA TRAS LA NT172,15
2024-06-10,66609,Avión 19,BBDD,15
2023-10-08,54256,Avión 12,BIRDSTRIKE,15
2021-08-23,17872,Avión 7,BIRDSTRIKE - ENVIRONMENTAL,15
2022-08-15,33466,Avión 10,BLEED LEAK ENG 1,15
2022-04-01,27329,Avión 18,BLEEDPACK FAULT RH SIDE,15
2023-05-22,46795,Avión 25,BRAKE ASSY N2,15
2022-04-14,27889,Avión 16,CABIN DOOR SING UNLK WITH THE DOOR CLOSED,15
2024-03-02,61433,Avión 34,CAMBIO MUELLE PUERTA DE SERVICIO,15
2024-04-12,63438,Avión 18,CAMBIO RUEDA,15
2024-03-29,62848,Avión 10,CARGA POR VARILLA,15
2024-04-05,63191,Avión 10,CARGA POR VARILLA,15
2024-02-16,60684,Avión 38,CARGA POR VARILLA,15
2023-08-04,50739,Avión 4,CARGO DOOR COVER BROKEN,15
2023-08-29,52122,Avión 21,CHEQUEAR POSIBLE PERDIDA DE ACEITE,15
2023-06-26,48569,Avión 17,CHEQUEO ACUMULADOR,15
2023-11-19,56345,Avión 37,CHEQUEO AMORTIGUADOR,15
2024-05-27,65738,Avión 10,CHEQUEO AMORTIGUADORES,15
2023-11-16,56226,Avión 13,CINTURON DE BEBE DE REPUESTO,15
2022-09-18,35073,Avión 13,COCKPIT AND CABIN COMP VERY HOT 35,15
2022-10-14,36354,Avión 11,CONSULTA DIFERIDO,15
2022-05-06,28787,Avión 20,CORTINA CM1,15
2019-11-27,5817,Avión 20,CREW AVISA 644,15
2019-11-01,5307,Avión 13,CREW AVISA 0645,15
2019-11-20,5657,Avión 14,CREW AVISA 0654,15
2019-11-16,5585,Avión 23,CREW AVISA 1210,15
2019-10-31,5297,Avión 2,CREW AVISA 1210  AVERIA EN SPC,15
2019-10-01,4733,Avión 4,CREW AVISA 1230Z,15
2019-11-15,5573,Avión 3,CREW AVISA 1334Z,15
2020-01-01,6477,Avión 1,CREW AVISA 1537,15
2022-07-14,31765,Avión 6,CREW QUERY - OPERATIONAL,15
2022-07-29,32530,Avión 28,CREW QUERY - OPERATIONAL,15
2022-08-15,33462,Avión 4,CREW QUERY - OPERATIONAL,15
2022-12-19,39486,Avión 20,CREW QUERY - OPERATIONAL,15
2022-12-19,39512,Avión 20,CREW QUERY - OPERATIONAL,15
2023-01-28,41252,Avión 16,CREW QUERY - OPERATIONAL,15
2023-02-26,42482,Avión 37,CREW QUERY - OPERATIONAL,15
2023-03-15,43297,Avión 25,CREW QUERY - OPERATIONAL,15
2023-03-31,44158,Avión 18,CREW QUERY - OPERATIONAL,15
2023-04-20,45145,Avión 17,CREW QUERY - OPERATIONAL,15
2019-08-02,3553,Avión 13,CREW SOLICITA MTTO,15
2019-08-09,3720,Avión 4,CREW SOLICITA MTTO  0640Z,15
2019-07-26,3404,Avión 19,CREW SOLICITA MTTO  ESTIMADA 10 MIN,15
2019-05-28,2267,Avión 1,CREW SOLICITA MTTO A LAS 0918Z,15
2019-06-26,2779,Avión 8,CREW SOLICITA MTTO A LAS 1130Z,15
2021-12-17,23312,Avión 32,D.U.2 FAIL,15
2022-11-12,37711,Avión 18,DAILY NO ASENTADA,15
2021-11-22,22061,Avión 15,DAÑO MOTOR DERECHO,15
2023-03-22,43667,Avión 35,DC GEN 1 FAULT LIGHT HALF LIGHT,15
2023-07-06,49081,Avión 3,DEJAN ANOTACION DE 12 LUZ,15
2023-12-23,58058,Avión 38,DELAY EVENT FOR AC NVD,15
2023-06-18,48179,Avión 37,DELAY EVENT FOR AC NVD,15
2018-11-26,341,Avión 1,DELAY OUTSTATION - NO INFORMATION AVAILABLE,15
2023-12-11,57456,Avión 32,DEMO MASK Y MESA 12A,15
2022-10-25,36884,Avión 8,DESATASCAR BAÑO,15
2024-05-05,64554,Avión 17,DIFERENCIA DE TEMPERATURA DE 10 GRADOS EN CABINA,15
2023-07-09,49269,Avión 16,DIFERIDO COMPUERTA HYD ESTA EN MAL ESTADO Y SE ABRE,15
2024-01-12,58987,Avión 39,DOS PUNTOS PTV UNO DE ELLOS ES EL MISMO PROBLEMA DEL TREN,15
2023-10-24,55096,Avión 20,DU CM2 US,15
2021-10-22,20563,Avión 4,DU N3 INOP,15
2024-06-08,66492,Avión 43,EBAY SMOKE DETECTOR FAULT,15
2022-06-27,30967,Avión 16,ENGINE 1 LEAK OIL,15
2023-08-13,51174,Avión 6,ENGINE 2 SHORT DISPATCH,15
2023-09-05,52510,Avión 41,ENVIO COMAT,15
2019-09-13,4413,Avión 17,ESCOTILLA DE MOTOR AVION EN SPC,15
2018-08-02,49,Avión 7,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2018-08-10,51,Avión 13,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2018-10-10,176,Avión 16,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2019-01-28,570,Avión 31,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2019-02-19,855,Avión 3,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2019-02-20,856,Avión 17,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2019-04-01,1664,Avión 25,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2019-07-01,2944,Avión 1,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2020-01-24,6873,Avión 15,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2022-06-20,30632,Avión 19,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2022-09-27,35519,Avión 35,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2023-08-13,51254,Avión 36,EVENT FOR A NETLINE DELAY  CANCELLATION,15
2024-03-10,61874,Avión 10,EVENT WITHOUT INFORMATION - OPERATIONAL,15
2023-12-28,58293,Avión 38,FALLO DE AIR FRAME AIR BLEED,15
2022-11-18,37993,Avión 25,FALLO DE MÓDULOS DE MFC,15
2022-11-22,38153,Avión 13,FALLO EN SISTEMA AMCS,15
2024-06-18,67129,Avión 17,FALLO GENERADOR,15
2024-06-03,66211,Avión 48,FALLO IRU,15
2024-05-29,65849,Avión 22,FLAP JAM,15
2021-09-12,18638,Avión 6,FLT CONTROL FAULT AFTER LANDING,15
2022-12-03,38678,Avión 17,FLUCTUACION ITT,15
2021-11-21,22018,Avión 15,FUEL PUMP PROBLEM,15
2022-10-21,36688,Avión 22,GOTEO EN PARTE BAJA DEL AVION,15
2022-12-15,39319,Avión 16,GPWS FAULT  GNSS,15
2022-12-24,39752,Avión 8,HIGH VIBRATION ON THE REAR PART OF THE PLANE,15
2021-09-19,18888,Avión 1,HIGH VIBRATIONS LOCATED ON GALLEY,15
2022-01-16,24397,Avión 10,INCIDENCIA CON LUCES,15
2019-03-19,1125,Avión 8,INOP  TRABAJOS PROGRAMADOS EN LPA,15
2023-12-31,58451,Avión 36,INOPERATIVO - BSI,15
2023-04-28,45574,Avión 2,INSTALLATION OF MEDICAL STRETCHER,15
2023-08-11,51146,Avión 25,INTERFONO TCP1,15
2022-06-14,30355,Avión 21,INVERTER 2 FAULT,15
2021-09-19,18882,Avión 7,ITT ALTA Y RUDDER DURO,15
2020-07-22,9021,Avión 15,JS CONSULTA A MANTENIMIENTO,15
2021-07-26,17053,Avión 2,LATE RELEASE FROM SCH MAINT - TECHNICAL,15
2020-09-24,10348,Avión 2,LATE RELEASE FROM SCH MAINT - TECHNICAL,15
2023-04-13,44776,Avión 19,LATE RELEASE FROM SCH MAINT - TECHNICAL,15
2022-05-17,29222,Avión 3,LATE RELEASE FROM SCH MAINT - TECHNICAL,15
2021-10-01,19400,Avión 4,LATERAL SUNVISOR CM-1 BROKEN,15
2021-12-18,23334,Avión 14,LAVATORY SMOKE FAULT,15
2024-04-25,64045,Avión 36,LC,15
2024-05-19,65344,Avión 34,LC PCMCIA,15
2022-06-04,29956,Avión 11,LC Y CAMBIO DE RUEDA,15
2023-12-16,57692,Avión 36,LCAMPLIAR DIFERIDO,15
2023-09-21,53333,Avión 10,LCCAMBIO DE RUEDA,15
2024-02-11,60444,Avión 8,LCWY,15
2022-09-16,34978,Avión 31,LEFT LOW LEVEL LIGHT TURN ON,15
2023-09-12,52882,Avión 7,LIMITACION BEACON LIGHT US,15
2022-11-04,37310,Avión 14,LUCES FUNDIDAS EN OVERHEAD PANEL,15
2023-07-13,49494,Avión 35,LUCES FUNDIDAS SIN MÁS INFO,15
2021-07-13,16227,Avión 21,MAINTENANCE ACTION WITHOUT PILOT REPORT - BATTERY REQUEST,15
2021-07-15,16326,Avión 7,MAINTENANCE ACTION WITHOUT PILOT REPORT - CARGO DOOR,15
2020-02-28,7444,Avión 1,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,15
2020-09-04,9986,Avión 11,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,15
2021-02-25,13064,Avión 1,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,15
2021-03-28,13605,Avión 20,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,15
2022-08-04,32880,Avión 8,MAINTENANCE REPORT - TECHNICAL,15
2024-01-05,58631,Avión 17,MALETA CONTRA INCENDIO MOTOR  1,15
2024-06-05,66280,Avión 1,MEDICION DE CARGA POR VARILLA,15
2023-06-11,47787,Avión 21,MEDICION POR VARILLA,15
2022-11-28,39339,Avión 16,MEDICION VARILLAS,15
2023-07-17,49773,Avión 23,MICRO CORTE DEL ACTUADOR,15
2019-03-28,1247,Avión 4,MNN INOPERATIVO,15
2024-06-04,66204,Avión 20,NECESITAN EXTINTOR DE AGUA,15
2024-02-07,60254,Avión 22,NO CIERRA LA PUERTA DE CARGO,15
2021-07-18,18416,Avión 18,NO INFO,15
2022-10-01,35726,Avión 15,NO INFO,15
2022-11-07,37476,Avión 11,NO INFO,15
2019-10-04,4796,Avión 22,NOS IMPUTAN RETRASO AL 4115MIN,15
2021-06-03,14942,Avión 2,O2 LOW PRESSURE,15
2022-01-26,24760,Avión 18,OIL CHECK,15
2022-05-03,28658,Avión 4,OIL SMELL FROM PACK  1,15
2018-09-21,137,Avión 31,OTHERS  NOT SPECIFIED - OPERATIONAL,15
2018-08-13,58,Avión 13,OTHERS  NOT SPECIFIED - OPERATIONAL - LEVEL 2 AC CHANGE,15
2022-06-22,30713,Avión 36,OUTFLOW BK UP SYSTEM FAILURE,15
2024-06-08,66473,Avión 11,PBE DESPRECINTADA,15
2023-06-17,48136,Avión 2,PBE UNSEALED COMUNICATION CREW,15
2024-07-10,68453,Avión 38,PERDIDA DE ACEITE EN EL MOTOR 2,15
2024-04-13,63496,Avión 14,PIERDE AGUA DEL BAÑO,15
2021-07-26,16746,Avión 31,PILOT REPORT - FUEL DIFFERENCE,15
2018-08-27,108,Avión 2,PILOT REPORT - OPERATIONAL,15
2018-09-08,127,Avión 4,PILOT REPORT - OPERATIONAL,15
2018-09-08,128,Avión 3,PILOT REPORT - OPERATIONAL,15
2020-11-13,11302,Avión 25,PILOT REPORT - OPERATIONAL,15
2021-05-30,14846,Avión 2,PILOT REPORT - OPERATIONAL,15
2022-08-31,34196,Avión 24,PILOT REPORT - OPERATIONAL,15
2022-12-27,39878,Avión 28,PILOT REPORT - OPERATIONAL,15
2023-02-13,41948,Avión 14,PILOT REPORT - OPERATIONAL,15
2020-11-09,11239,Avión 16,PILOT REPORT - OPERATIONAL,15
2022-06-15,30373,Avión 34,PILOT REPORT - OPERATIONAL,15
2022-07-30,32601,Avión 15,PILOT REPORT - OPERATIONAL,15
2018-08-06,28,Avión 18,PILOT REPORT - OPERATIONAL TLB 267821,15
2024-06-26,67590,Avión 7,PITOT,15
2024-01-26,59715,Avión 31,POP UP DE TANQUE DE HYD LEVANTADO,15
2024-05-12,64979,Avión 1,PPLASTICO PUERTA DE PASAJE SUELTO  ENGANCHE GALLEY,15
2024-06-02,66104,Avión 1,PROBLEMA CON COMBUSTIBLE - PASAJE A BORDO,15
2021-06-28,15638,Avión 8,PROBLEMA CON GALLEY,15
2024-05-07,64676,Avión 32,PROBLEMA EN EL ARRANQUE,15
2023-08-25,51881,Avión 23,PROBLEMA HYD  ASIENTO SOBRECARGO,15
2024-05-11,64930,Avión 25,PROBLEMA MOTOR 2 EN PUESTA EN MARCHA - PARKING 10,15
2021-02-28,13131,Avión 4,PROBLEMA PANEL COMBUSTIBLE,15
2021-12-04,22595,Avión 25,PROBLEMAS CON LA PUESTA EN MARCHA,15
2022-01-16,24398,Avión 3,PROBLEMAS CON PANEL DE COMBUSTIBLE Y PUERTA DE CARGO,15
2023-09-17,53129,Avión 41,PROBLEMAS CON PIEZA AL HACER CAMBIO DE AGUA,15
2023-07-01,48865,Avión 21,PROBLEMAS CON PROP BRAKE,15
2020-02-11,7170,Avión 8,PROBLEMAS PUERTA DE BODEGA,15
2023-08-26,51968,Avión 39,PROBLEMAS PUERTA PASAJE,15
2022-10-12,36283,Avión 2,REFUELLING ELEC CONTROL PANEL DO NOT WORK PROPERLLY,15
2022-03-20,26843,Avión 13,REMOVAL OF THE NLG WHEELTIRE ASSEMBLY,15
2023-08-06,50866,Avión 21,REPERCUSIÓN OVERSPEED NMF,15
2024-07-05,68163,Avión 28,REPORTAN DAÑO EN RUEDA HARDLANDING,15
2024-03-03,61480,Avión 20,REPOSABRAZOS ASIENTO 2A NO SE SUJETA BIEN,15
2022-05-11,29675,Avión 11,REPROGRAMACION DE VUELO POR METEO,15
2024-01-26,59692,Avión 10,RUEDA FUERA DE LÍMITES,15
2022-12-24,39774,Avión 28,SCHEDULED MAINTENANCE NOT PERFORMED - TECHNICAL,15
2023-03-22,43643,Avión 6,SCHEDULED MAINTENANCE NOT PERFORMED - TECHNICAL,15
2020-02-21,7320,Avión 19,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,15
2023-03-24,43783,Avión 38,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,15
2019-07-15,3489,Avión 23,SE CREA EVENTO POR RRTRASO IMPUTADO AL CODIGO 46,15
2018-10-14,188,Avión 7,SE CREA POSICIONAL NT002P TFSTFN,15
2021-09-30,19312,Avión 8,SERVICE DOOR UNLK INDICATOR,15
2022-05-09,28883,Avión 16,SEVERAL AP DISENGAGED,15
2019-12-05,5973,Avión 31,SOLICITA DESDE FUE HABLAR CON EL JT,15
2019-06-08,2442,Avión 25,SOLICITA MTTO,15
2019-11-17,5609,Avión 16,SOLICITA MTTO,15
2022-12-03,38672,Avión 11,SOLICITAN INTERCOM,15
2019-12-02,5904,Avión 2,SOLICITAN MTTO,15
2019-07-13,3106,Avión 7,SOLICITAN MTTO PUERTA SE BLOQUEA,15
2024-06-02,66079,Avión 15,SOLVENTAR LIMITACION DE PASAJE PAX DOOR INOP,15
2024-02-26,61160,Avión 22,SOPORTE PBE ROTO,15
2021-04-04,13728,Avión 4,START FAULT ON BOTH ENGINES,15
2023-02-08,41732,Avión 2,SVCE DOORS UNLK,15
2023-02-27,42505,Avión 2,THE BIN OF THE GALLEY DOESNT CLOSE PROPERLY,15
2021-09-06,18393,Avión 32,TIENE IES,15
2023-03-06,42840,Avión 2,TOO HOT CABINCREW,15
2023-12-05,57141,Avión 37,TORNILLO DE RUEDA,15
2018-11-01,237,Avión 31,TRABAJOS PROGRAMADOS,15
