ID,Occurred,At,Issuer,A/C,Station,Headline,Flight No,ATA,Advise
34162,2022-08-30,0 days 16:47:00,5450,Avión 9,PIQ,PTV: BRAKE TEMPERATURE HOT ON STAND,NT632,05-51,A/C Ready
34196,2022-08-31,0 days 12:23:00,6236,Avión 24,PDQ,PILOT REPORT - OPERATIONAL,NT6505,,A/C Ready
34208,2022-08-31,0 days 15:51:00,5450,Avión 37,PDQ,CREW QUERY - OPERATIONAL,NT169,,A/C Ready
34182,2022-08-31,0 days 05:40:00,6236,Avión 37,HOR,CREW QUERY - OPERATIONAL,,,A/C Ready
34191,2022-08-31,0 days 08:52:00,6236,Avión 14,PIQ,CREW QUERY - OPERATIONAL,NT415,,A/C Ready
34186,2022-08-31,0 days 06:54:00,6236,Avión 18,PIQ,PILOT REPORT - OPERATIONAL,NT451,,A/C Ready
34187,2022-08-31,0 days 06:58:00,5871,Avión 16,PDQ,CREW QUERY - OPERATIONAL,504,,A/C Ready
34183,2022-08-31,0 days 06:07:00,6236,Avión 34,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
34239,2022-09-01,0 days 07:20:00,6236,Avión 6,PDQ,PTV: APU FAIL,NT5200,49-00,A/C Ready
34274,2022-09-01,0 days 20:10:00,5450,Avión 28,,0113809/D2,NT512,23-00,A/C Ready
34270,2022-09-01,0 days 18:29:00,5450,Avión 22,PDQ,STANDAR UNIT COVER MISSING,NT525,25-00,A/C Ready
34280,2022-09-01,0 days 17:15:00,5450,Avión 1,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT530,,
34241,2022-09-01,0 days 07:37:00,6236,Avión 4,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
34264,2022-09-01,0 days 16:29:00,5450,Avión 28,PDQ,NO MAINTENANCE ACTION - OPERATIONAL,NT219,,A/C Ready
34242,2022-09-01,0 days 07:40:00,6236,Avión 32,PDQ,07672/D1,NT5100,38-30,A/C Ready
34244,2022-09-01,0 days 08:20:00,6236,Avión 10,PDQ,PILOT REPORT - OPERATIONAL,NT108,,A/C Ready
34236,2022-09-01,0 days 06:07:00,6236,Avión 16,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
34259,2022-09-01,0 days 14:30:00,5450,Avión 22,PDQ,REFUELING VALVE LH REMAINS OPEN AFTER REFUELING,,12-11,A/C Ready
34291,2022-09-02,0 days 06:11:00,6159,Avión 31,PDQ,PTV: DURING CREW PREPARATION NOT POWER ON AVAIL,,24-31,A/C Ready
34316,2022-09-02,0 days 17:44:00,5450,Avión 2,PDQ,NO MAINTENANCE ACTION - OPERATIONAL,NT225,,A/C Ready
34283,2022-09-02,0 days 03:27:00,6092,Avión 3,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
34295,2022-09-02,0 days 06:48:00,6159,Avión 28,PDQ,113811/D1,,23-43,A/C Ready
34297,2022-09-02,0 days 08:45:00,6159,Avión 11,PIQ,CREW QUERY - OPERATIONAL,656,,A/C Ready
34309,2022-09-02,0 days 13:54:00,5450,Avión 23,PIQ,START B ENGINE 1 IGNITION U/S,455,74-21,A/C Ready
34322,2022-09-02,0 days 18:20:00,5450,Avión 6,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT5231,,
34361,2022-09-03,0 days 15:40:00,5450,Avión 13,PIQ,CM1 DOME LIGHT U/S,NT158,33-10,A/C Ready
34339,2022-09-03,0 days 07:43:00,6236,Avión 10,PDQ,PILOT REPORT - OPERATIONAL,NT501,,A/C Ready
34363,2022-09-03,0 days 16:30:00,5450,Avión 14,PDQ,CREW QUERY - OPERATIONAL,NT170,,A/C Ready
34364,2022-09-03,0 days 16:53:00,5450,Avión 20,PIQ,PASSENGER DOOR U/S,,52-11,A/C Ready
34326,2022-09-03,0 days 01:20:00,6092,Avión 6,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
34365,2022-09-03,0 days 17:37:00,5450,Avión 21,PDQ,CREW QUERY - OPERATIONAL,NT178,,A/C Ready
34367,2022-09-03,0 days 18:22:00,5450,Avión 4,PIQ,113230/1,188,24-30,A/C Ready
34369,2022-09-03,0 days 19:39:00,5450,Avión 32,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
34336,2022-09-03,0 days 06:15:00,6236,Avión 23,PIQ,LOOP B,,26-21,A/C Ready
34387,2022-09-04,0 days 06:53:00,6159,Avión 4,PIQ,DC GEN 2 FAULT,,24-32,A/C Ready
34389,2022-09-04,0 days 07:51:00,6159,Avión 18,PDQ,PILOT REPORT - OPERATIONAL,208,,A/C Ready
34402,2022-09-04,0 days 15:20:00,5871,Avión 34,PIQ,CREW QUERY - OPERATIONAL,421,,
34403,2022-09-04,0 days 16:44:00,5871,Avión 23,,TLB 60752 D1,NT110,26-12,A/C Ready
34405,2022-09-04,0 days 17:25:00,5871,Avión 35,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
34409,2022-09-04,0 days 19:53:00,5871,Avión 14,PDQ,DU2 INTERMITENT FLASHES WHEN TERR AND WX TX SELECTED,NT316,31-63,A/C Ready
34408,2022-09-04,0 days 18:10:00,5871,Avión 12,PIQ,008455/D1,NT5151,25-65,A/C Ready
34406,2022-09-04,0 days 17:48:00,5871,Avión 9,PIQ,CREW QUERY - OPERATIONAL,427,,
34391,2022-09-04,0 days 09:09:00,6159,Avión 10,PIQ,PILOT REPORT - OPERATIONAL,656,,A/C Ready
34398,2022-09-04,0 days 13:52:00,5871,Avión 11,PIQ,GPWS MSM TERRAIN,,34-48,A/C Ready
34399,2022-09-04,0 days 13:59:00,5871,Avión 20,PIQ,CREW QUERY - OPERATIONAL,434,,A/C Ready
34400,2022-09-04,0 days 14:15:00,5871,Avión 37,PDQ,TLB 62243 D1,NT222,36-11,A/C Ready
34404,2022-09-04,0 days 17:17:00,5871,Avión 23,PDQ,CREW QUERY - OPERATIONAL,173,,A/C Ready
34450,2022-09-05,0 days 13:47:00,5871,Avión 4,PDQ,PTV:ELECTRICAL PUMP FUEL ENG 1 INOP,NT316,28-21,A/C Ready
34451,2022-09-05,0 days 13:54:00,5871,Avión 20,PIQ,CREW QUERY - OPERATIONAL,472,,
34430,2022-09-05,0 days 07:04:00,6159,Avión 37,PDQ,CREW QUERY - OPERATIONAL,350,,A/C Ready
34417,2022-09-05,0 days 03:15:00,6092,Avión 8,PDQ,WP:LC+OCM1000 + FILTER REPLACEMENT,,05-20,A/C Ready
34418,2022-09-05,0 days 04:07:00,6092,Avión 20,PIQ,WP:DW+PWR+LC+FWD CARGO DOOR INSP,,05-20,A/C Ready
34426,2022-09-05,0 days 06:32:00,6159,Avión 3,,PTV:EXTERIOR EMER LIGHT U/S,655,33-51,A/C Ready
34428,2022-09-05,0 days 06:51:00,6159,Avión 36,PIQ,CREW QUERY - OPERATIONAL,451,,A/C Ready
34515,2022-09-05,0 days 12:15:00,5871,Avión 35,,CQ: PROBLEMA DOCUMENTAL,NT514,00-00,
34495,2022-09-06,0 days 09:21:00,6159,Avión 24,,PTV: TIRE NUMBER 2 WORN OUT,NT6505,32-00,A/C Ready
34540,2022-09-06,0 days 16:07:00,5450,Avión 6,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT5600,,
34537,2022-09-06,0 days 11:30:00,5450,Avión 6,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT9101,,
34483,2022-09-06,0 days 06:04:00,6159,Avión 35,HOR,CQ: LC NO ASENTADA EN PTV,451,00-00,A/C Ready
34494,2022-09-06,0 days 09:19:00,6159,Avión 14,PDQ,CREW QUERY - OPERATIONAL,237,,A/C Ready
34541,2022-09-06,0 days 19:12:00,5450,Avión 6,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT5601,,
34544,2022-09-07,0 days 06:36:00,5450,Avión 3,PDQ,CREW QUERY - OPERATIONAL,NT107,,A/C Ready
34550,2022-09-07,0 days 08:19:00,6236,Avión 11,PIQ,CREW QUERY - OPERATIONAL,NT604,,A/C Ready
34601,2022-09-07,0 days 20:45:00,6236,Avión 28,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT204,,
34602,2022-09-07,0 days 21:00:00,6236,Avión 36,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT190,,
34578,2022-09-07,0 days 17:39:00,5871,Avión 6,ZAZ,PTV: IMPACTO DE PÁJARO EN ZAZ,NT5500,05-51,A/C Ready
34543,2022-09-07,0 days 06:34:00,5450,Avión 7,PDQ,CREW QUERY - OPERATIONAL,NT156,,A/C Ready
34571,2022-09-07,0 days 14:39:00,5871,Avión 4,PIQ,CHECK RIGHT NOSE WHEEL (POSSIBLE PUNCTURE),NT6805,12-37,A/C Ready
34549,2022-09-07,0 days 07:45:00,5450,Avión 1,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
34552,2022-09-07,0 days 09:29:00,5450,Avión 22,PDQ,"TCAS,",,34-43,A/C Ready
34568,2022-09-07,0 days 13:47:00,5871,Avión 14,PIQ,CREW QUERY - OPERATIONAL,147,,
34600,2022-09-07,0 days 17:15:00,6236,Avión 25,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT530,,
34576,2022-09-07,0 days 15:52:00,5871,Avión 24,PDQ,TRABAJOS PROGRAMADOS,,,A/C Ready
34558,2022-09-07,0 days 12:09:00,5450,Avión 31,PDQ,PILOT REPORT - OPERATIONAL,NT3631,,A/C Ready
34639,2022-09-08,0 days 23:35:00,5480,Avión 15,PDQ,07856/D1,NT5401,27-00,A/C Ready
34606,2022-09-08,0 days 06:28:00,6236,Avión 25,PDQ,60798/D2,,33-46,A/C Ready
34631,2022-09-08,0 days 19:44:00,5871,Avión 6,PDQ,ENG 1 CHIP DETECTED,NT5501,32-00,A/C Ready
34623,2022-09-08,0 days 13:59:00,5871,Avión 14,PIQ,CREW QUERY - OPERATIONAL,455,,
34596,2022-09-08,0 days 04:53:00,5480,Avión 11,PIQ,111954/1,NT413,34-43,A/C Ready
34662,2022-09-09,0 days 13:39:00,5871,Avión 16,PDQ,SENSOR CABIN TEMP U/S ALWAYS INDICATES ABOVE 30º,NT158,21-63,A/C Ready
34670,2022-09-09,0 days 18:44:00,5871,Avión 37,PIQ,SENIOR CABIN CREW U/S,NT179,25-21,A/C Ready
34674,2022-09-09,0 days 20:08:00,5871,Avión 37,PDQ,CREW QUERY - OPERATIONAL,188,,A/C Ready
34650,2022-09-09,0 days 06:25:00,5450,Avión 31,PDQ,63379/D1,,26-15,A/C Ready
34663,2022-09-09,0 days 14:07:00,5871,Avión 11,PIQ,CREW QUERY - OPERATIONAL,671,,
34655,2022-09-09,0 days 12:27:00,5450,Avión 21,PIQ,CREW QUERY - OPERATIONAL,NT462,,A/C Ready
34651,2022-09-09,0 days 06:33:00,5450,Avión 28,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
34668,2022-09-09,0 days 18:26:00,5871,Avión 9,PDQ,TLB 63415 D1,NT227,12-13,A/C Ready
35545,2022-09-09,0 days 15:20:00,2291,Avión 37,,SIN INFO,NT220,,
34694,2022-09-10,0 days 11:48:00,6236,Avión 11,,5111959/1,NT670,34-00,A/C Ready
34692,2022-09-10,0 days 09:50:00,6236,Avión 16,PDQ,LOWER BEACON U/S,,12-37,A/C Ready
34698,2022-09-10,0 days 06:00:00,5450,Avión 6,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT153,,
34717,2022-09-10,0 days 16:15:00,6159,Avión 13,PIQ,EFIS COMP. DURING TAXI,NT1151,34-25,A/C Ready
34681,2022-09-10,0 days 02:56:00,5480,Avión 23,PIQ,PTV: PALANCAS DURAS,NT489,76-11,A/C Ready
34705,2022-09-10,0 days 13:56:00,6159,Avión 25,PDQ,CREW QUERY - OPERATIONAL,360,,A/C Ready
34699,2022-09-10,0 days 07:15:00,5450,Avión 6,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT5250,,
34719,2022-09-10,0 days 17:17:00,6159,Avión 25,PIQ,CREW QUERY - OPERATIONAL,652,,A/C Ready
34707,2022-09-10,0 days 14:15:00,6159,Avión 26,PIQ,PILOT REPORT - OPERATIONAL,374,,A/C Ready
34764,2022-09-11,0 days 20:47:00,6159,Avión 25,PIQ,PILOT REPORT - OPERATIONAL,485,,A/C Ready
34741,2022-09-11,0 days 12:51:00,6236,Avión 11,,0111960/D1,622,52-11,A/C Ready
34739,2022-09-11,0 days 08:00:00,5450,Avión 4,PDQ,ELECTICAL FUEL PUMP ENGINE 1 IS NOT WORKING (FAULT),NT630,24-00,A/C Ready
34751,2022-09-11,0 days 14:34:00,6159,Avión 28,PIQ,BOTH NOSE WHEELS WEAR OUT,NT660,12-37,A/C Ready
34749,2022-09-11,0 days 14:23:00,6159,Avión 2,PIQ,0113868/D1,439,29-00,A/C Ready
34736,2022-09-11,0 days 06:26:00,5450,Avión 26,PIQ,DOC: LC NO ESTÁ ASENTADA,PM412,,A/C Ready
34750,2022-09-11,0 days 14:25:00,6159,Avión 12,PDQ,WASTE SERVICE DOESN´T CLOSE PROPERLY,NT5900,38-32,A/C Ready
34757,2022-09-11,0 days 16:56:00,6159,Avión 9,TER,CREW QUERY - OPERATIONAL,426,,A/C Ready
34760,2022-09-11,0 days 18:02:00,6159,Avión 6,PMI,CREW QUERY - OPERATIONAL,5150,,A/C Ready
34753,2022-09-11,0 days 15:11:00,6159,Avión 9,PIQ,63419/1,NT630,25-21,A/C Ready
34812,2022-09-12,0 days 15:28:00,6159,Avión 9,,634221,633,25-00,A/C Ready
34776,2022-09-12,0 days 05:14:00,6236,Avión 10,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
34784,2022-09-12,0 days 06:07:00,6236,Avión 21,,CQ: OSC CAMBIA TAREA A UNLIMITED,NT190,25-00,A/C Ready
34809,2022-09-12,0 days 13:52:00,6159,Avión 35,PIQ,CREW QUERY - OPERATIONAL,160,,A/C Ready
34785,2022-09-12,0 days 06:40:00,6236,Avión 17,PDQ,PTV: CHECK RESIDUAL TANK ENGINE 1. LEAK TEST,,73-14,A/C Ready
34800,2022-09-12,0 days 12:32:00,6236,Avión 28,PIQ,PTV:CHECK WEAR MAIN LANDING WHEEL # 1,NT443,32-00,A/C Ready
34959,2022-09-12,0 days 21:20:00,5450,Avión 37,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT538,,
34817,2022-09-12,0 days 15:38:00,6159,Avión 6,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
34805,2022-09-12,0 days 13:21:00,6236,Avión 20,HOR,ROCE EN EL PATIN DE COLA,NT514,05-51,A/C Ready
34783,2022-09-12,0 days 05:52:00,6236,Avión 11,PIQ,CREW QUERY - OPERATIONAL,,,A/C Ready
34829,2022-09-12,0 days 14:25:00,5871,Avión 12,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT9401,,
34879,2022-09-12,0 days 06:00:00,5871,Avión 6,PIQ,OTHERS / NOT SPECIFIED - OPERATIONAL,106,,
34848,2022-09-13,0 days 13:45:00,6159,Avión 3,PDQ,MAREP:AFT SMOKE DETECTOR FAULT.,518,26-15,A/C Ready
34843,2022-09-13,0 days 13:06:00,5871,Avión 3,PDQ,CREW QUERY - OPERATIONAL,518,,A/C Ready
34863,2022-09-13,0 days 20:26:00,6159,Avión 17,PDQ,CREW QUERY - OPERATIONAL,193,,A/C Ready
34851,2022-09-13,0 days 14:47:00,6159,Avión 25,PIQ,CREW QUERY - OPERATIONAL,135,,A/C Ready
34835,2022-09-13,0 days 06:39:00,5871,Avión 8,PIQ,0113269/1,,35-31,A/C Ready
34876,2022-09-14,0 days 07:12:00,5871,Avión 13,PDQ,CREW QUERY - OPERATIONAL,105,,
34900,2022-09-14,0 days 20:16:00,6159,Avión 22,,63176/2,NT485,27-32,A/C Ready
34873,2022-09-14,0 days 05:33:00,5871,Avión 17,PIQ,CQ: PTV DE OTRO OPERADOR,452,,A/C Ready
34893,2022-09-14,0 days 16:24:00,6159,Avión 28,PDQ,CREW QUERY - OPERATIONAL,353,,A/C Ready
34912,2022-09-15,0 days 05:40:00,5871,Avión 16,PDQ,CREW QUERY - OPERATIONAL,200,,A/C Ready
34920,2022-09-15,0 days 07:53:00,5871,Avión 23,HOR,PTV: HYD BLUE LOW LEVEL AFTER START UP AT THE STAND,NT520,29-25,A/C Ready
34936,2022-09-15,0 days 16:40:00,6159,Avión 10,FLW,CREW QUERY - OPERATIONAL,365,,A/C Ready
34940,2022-09-15,0 days 17:26:00,6159,Avión 37,PIQ,CREW QUERY - OPERATIONAL,363,,A/C Ready
34927,2022-09-15,0 days 11:37:00,5871,Avión 8,PIQ,0113274/1,NT443,25-45,A/C Ready
34980,2022-09-16,0 days 18:47:00,6236,Avión 21,PIQ,PILOT REPORT - OPERATIONAL,NT173,,A/C Ready
34961,2022-09-16,0 days 10:16:00,5450,Avión 14,PDQ,ENG 1 BLEED FAULT.,145,36-11,A/C Ready
34975,2022-09-16,0 days 14:54:00,6236,Avión 23,PDQ,63503/1,NT120,52-31,A/C Ready
34978,2022-09-16,0 days 16:37:00,6236,Avión 31,PDQ,LEFT LOW LEVEL LIGHT TURN ON,353,28-42,A/C Ready
34972,2022-09-16,0 days 14:00:00,6236,Avión 21,HOR,FOUND THE MAIN LANDING GEAR WHEEL DAMAGED,NT465,12-37,A/C Ready
35008,2022-09-17,0 days 11:04:00,5871,Avión 2,,116457/1,411,25-21,A/C Ready
35000,2022-09-17,0 days 06:04:00,5871,Avión 20,PDQ,CREW QUERY - OPERATIONAL,309,,A/C Ready
35015,2022-09-17,0 days 13:02:00,5871,Avión 28,PDQ,CREW QUERY - OPERATIONAL,517,,
35024,2022-09-17,0 days 15:30:00,6236,Avión 2,PIQ,PILOT REPORT - OPERATIONAL,NT411,,A/C Ready
35003,2022-09-17,0 days 08:17:00,5450,Avión 2,PIQ,AIRCRAFT DOCUMENTATION PROBLEM - OPERATIONAL,NT410,,A/C Ready
35079,2022-09-18,0 days 06:00:00,6236,Avión 7,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT200,,
35063,2022-09-18,0 days 09:58:00,5450,Avión 2,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,,,A/C Ready
35064,2022-09-18,0 days 10:21:00,5450,Avión 21,PDQ,WHISTLE ROW 17AC-DF,NT591,05-53,A/C Ready
35070,2022-09-18,0 days 15:14:00,6236,Avión 12,PDQ,INTERPHONE CALLS BETWEEN CABIN AND PAX CABIN INOPERATIVE,,44-00,A/C Ready
35073,2022-09-18,0 days 16:24:00,6236,Avión 13,PDQ,"COCKPIT AND CABIN COMP VERY HOT, 35º",,35-13,A/C Ready
35053,2022-09-18,0 days 05:53:00,5450,Avión 17,PIQ,116236/1,NT106,42-11,A/C Ready
35137,2022-09-19,0 days 18:34:00,6236,Avión 16,PIQ,SCC MICROPHONE INOP,173,23-43,A/C Ready
35141,2022-09-19,0 days 20:47:00,6236,Avión 11,PDQ,CREW QUERY - OPERATIONAL,NT128,,A/C Ready
35096,2022-09-19,0 days 04:59:00,6167,Avión 10,PDQ,FINDING (NRC) TASKCARD IBC72-01A (02) / ITEM 1,,61-51,A/C Ready
35111,2022-09-19,0 days 08:56:00,5450,Avión 17,PDQ,RMS FAIL INDICATION WITH DU2 IN BLACK,,31-63,A/C Ready
35134,2022-09-19,0 days 17:21:00,6236,Avión 8,PDQ,ENG #1 DRAIN MAST LEAK FUEL AFTER SHUT OFF,NT170,72-00,A/C Ready
35133,2022-09-19,0 days 17:01:00,6236,Avión 25,PDQ,NO MAINTENANCE ACTION - OPERATIONAL,NT523,,A/C Ready
35110,2022-09-19,0 days 08:05:00,6159,Avión 28,PIQ,CREW QUERY - OPERATIONAL,453,,A/C Ready
35139,2022-09-19,0 days 20:16:00,6236,Avión 20,PXO,LOSS OF TOTAL ELECTRIC SYSTEM ON LANDING,NT932,24-00,A/C Ready
35091,2022-09-19,0 days 03:23:00,6167,Avión 17,PDQ,0116239/1,NT108,31-00,A/C Ready
35106,2022-09-19,0 days 06:27:00,5450,Avión 14,PDQ,0116499/1,NT205,29-11,A/C Ready
35107,2022-09-19,0 days 06:35:00,5450,Avión 35,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,NT451,,A/C Ready
35113,2022-09-19,0 days 10:43:00,5450,Avión 7,PDQ,TLB 115080 D1,NT351,24-22,A/C Ready
35094,2022-09-19,0 days 04:45:00,6167,Avión 1,PDQ,0113995/2,NT501,22-16,A/C Ready
35128,2022-09-19,0 days 15:33:00,6236,Avión 12,PDQ,07992/D1,NT9401,72-00,A/C Ready
35546,2022-09-19,0 days 08:50:00,2291,Avión 7,,RESETEO A/C,,,
35151,2022-09-20,0 days 03:08:00,6074,Avión 7,PDQ,SCHEDULED MAINTENANCE NOT PERFORMED - TECHNICAL,,,A/C Ready
35161,2022-09-20,0 days 06:07:00,5450,Avión 31,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
35163,2022-09-20,0 days 06:30:00,5450,Avión 31,PDQ,EN START ENGINE 1 IS BROKEN,,72-00,A/C Ready
35180,2022-09-20,0 days 14:01:00,6159,Avión 14,PIQ,SCHEDULED MAINTENANCE NOT PERFORMED - TECHNICAL,,,A/C Ready
35183,2022-09-20,0 days 14:54:00,6159,Avión 13,PIQ,CHECK HOLE IN WHEEL Nº2,943,32-41,A/C Ready
35185,2022-09-20,0 days 15:12:00,6159,Avión 28,PDQ,PILOT REPORT - OPERATIONAL,221,,A/C Ready
35186,2022-09-20,0 days 16:25:00,6159,Avión 31,PDQ,CREW QUERY - OPERATIONAL,544,,A/C Ready
35168,2022-09-20,0 days 07:31:00,5450,Avión 1,PDQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,NT155,,A/C Ready
35153,2022-09-20,0 days 04:06:00,6074,Avión 28,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
35162,2022-09-20,0 days 06:10:00,5450,Avión 36,PDQ,CREW QUERY - OPERATIONAL,NT230,,A/C Ready
35164,2022-09-20,0 days 06:38:00,5450,Avión 14,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,,,A/C Ready
35184,2022-09-20,0 days 15:09:00,6159,Avión 34,PDQ,PILOT REPORT - OPERATIONAL,515,,A/C Ready
35209,2022-09-21,0 days 07:47:00,5450,Avión 22,PDQ,TRAFFICS ON TCAS APPEAR AND DISAPPEAR ALL TIME,NT203,34-43,A/C Ready
35220,2022-09-21,0 days 13:17:00,5450,Avión 2,PIQ,CREW QUERY - OPERATIONAL,,,A/C Ready
35211,2022-09-21,0 days 08:00:00,5450,Avión 18,PDQ,ABNORMAL ROLL FORCE IS FELT IN THE CONTROL COLUMN.,NT521,27-11,A/C Ready
35210,2022-09-21,0 days 07:49:00,5450,Avión 2,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,NT611,,A/C Ready
35225,2022-09-21,0 days 16:53:00,6159,Avión 23,PDQ,63514/1,,12-14,A/C Ready
35550,2022-09-21,0 days 21:20:00,2291,Avión 4,,SIN INFO,,,
35245,2022-09-22,0 days 09:38:00,5871,Avión 3,PDQ,FINDING (NRC) CHECK WY,,12-14,A/C Ready
35264,2022-09-22,0 days 16:46:00,5812,Avión 28,PIQ,CREW QUERY - OPERATIONAL,NT,,A/C Ready
35273,2022-09-22,0 days 20:43:00,5812,Avión 11,HOR,A LOT OF MOSQUITOES IN THE LAVATORY,NT192,25-00,A/C Ready
35262,2022-09-22,0 days 15:07:00,6159,Avión 1,PDQ,5116184/1,,42-11,A/C Ready
35243,2022-09-22,0 days 08:32:00,5871,Avión 11,PIQ,CREW QUERY - OPERATIONAL,453,,
35289,2022-09-22,0 days 16:20:00,6236,Avión 17,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT224,,
35304,2022-09-23,0 days 13:21:00,6236,Avión 2,PIQ,CREW QUERY - OPERATIONAL,NT419,,A/C Ready
35309,2022-09-23,0 days 16:36:00,5812,Avión 31,PDQ,CREW QUERY - OPERATIONAL,NT912,,A/C Ready
35336,2022-09-23,0 days 07:15:00,6236,Avión 6,PIQ,BIRDSTRIKE,NT5550,05-51,
35296,2022-09-23,0 days 10:10:00,6236,Avión 34,PIQ,OTHERS / NOT SPECIFIED - OPERATIONAL,NT650,,A/C Ready
35297,2022-09-23,0 days 10:34:00,6236,Avión 1,PDQ,CREW QUERY - OPERATIONAL,NT368,,A/C Ready
35308,2022-09-23,0 days 15:30:00,5812,Avión 37,PDQ,STRANGE VIBRATIONS SUDDENCY DURING CRUISE AND SMELL.,,21-50,A/C Ready
35310,2022-09-23,0 days 16:58:00,5812,Avión 36,HOR,NOISE AFTER START UP,NT526,21-10,A/C Ready
35311,2022-09-23,0 days 17:52:00,5812,Avión 37,PDQ,BLEED VALVE 1 FAULT,,36-11,A/C Ready
35294,2022-09-23,0 days 08:36:00,6236,Avión 16,PDQ,OIL LEAK ENGINE 2#,,12-13,A/C Ready
35292,2022-09-23,0 days 06:52:00,6236,Avión 22,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
35340,2022-09-24,0 days 12:47:00,5871,Avión 10,PIQ,CREW QUERY - OPERATIONAL,420,,
35328,2022-09-24,0 days 06:28:00,5871,Avión 31,FNC,63159/1,,24-32,A/C Ready
35330,2022-09-24,0 days 06:56:00,5871,Avión 1,PIQ,CREW QUERY - OPERATIONAL,607,,A/C Ready
35333,2022-09-24,0 days 08:05:00,5871,Avión 34,PDQ,CREW QUERY - OPERATIONAL,,,
35351,2022-09-24,0 days 15:49:00,5812,Avión 13,PDQ,PILOT REPORT - OPERATIONAL,NT166,,
35400,2022-09-25,0 days 10:49:00,5871,Avión 37,PDQ,CHECK NOSE WHEEL (RAIN),NT912,12-37,A/C Ready
35394,2022-09-25,0 days 08:02:00,5871,Avión 31,FNC,63162/1,,80-00,A/C Ready
35443,2022-09-26,0 days 13:48:00,5450,Avión 7,HOR,ATOFF EN ACE POR ENGINE OVERLIMIT,NT495,72-00,A/C Ready
35474,2022-09-26,0 days 21:35:00,6236,Avión 24,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT6604,,
35448,2022-09-26,0 days 15:38:00,5450,Avión 22,PDQ,AUTOPILOT,NT515,22-18,A/C Ready
35431,2022-09-26,0 days 07:56:00,6236,Avión 16,PDQ,PILOT REPORT - OPERATIONAL,NT203,,A/C Ready
35433,2022-09-26,0 days 08:48:00,6236,Avión 23,PDQ,VHF 2 INOP,,23-12,A/C Ready
35512,2022-09-27,0 days 19:54:00,5450,Avión 28,PIQ,CREW QUERY - OPERATIONAL,NT179,,A/C Ready
35514,2022-09-27,0 days 21:02:00,5450,Avión 14,PDQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,NT538,,A/C Ready
35503,2022-09-27,0 days 15:05:00,5450,Avión 3,PDQ,ANORMAL VIBRATION IN SOME FLIGHT PHASES.,NT150,61-00,A/C Ready
35498,2022-09-27,0 days 13:43:00,3444,Avión 23,PDQ,CREW QUERY - OPERATIONAL,210,,A/C Ready
35479,2022-09-27,0 days 06:40:00,6236,Avión 11,PDQ,CREW QUERY - OPERATIONAL,NT106,,A/C Ready
35480,2022-09-27,0 days 06:51:00,6236,Avión 23,PDQ,"AFTER START ENGINE #1, ITT IND (DIGITAL & COUNTER) U/S",,77-21,A/C Ready
35501,2022-09-27,0 days 14:59:00,3444,Avión 9,PDQ,PILOT REPORT - OPERATIONAL,167,,A/C Ready
35510,2022-09-27,0 days 09:45:00,5450,Avión 25,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT508,,
