ID,Occurred,At,AC,Station,Headline,FlightNo,ATA,Minutos
23051,2021-12-13,01:53:00,Avión 6,PDQ,CAMBIO DE MOTOR,nan,05-20,239.0
23063,2021-12-13,07:57:00,Avión 15,PDQ,ENG 1 SHORT DISPATCH,NT106,77-20,13.0
23075,2021-12-13,13:27:00,Avión 13,PDQ,BOTON DEL GNSS ESTÁ ROTO,NT207,34-00,44.0
23146,2021-12-14,12:11:00,Avión 15,OVD,RESETEO FLIGHT CONTROL FAULT,NT5460,27-00,37.0
23169,2021-12-14,19:01:00,Avión 12,PDQ,MENSAJE DE FUEGO EN BODEGA TRASERA.,nan,26-00,140.0
23191,2021-12-15,07:54:00,Avión 15,PDQ,PROBLEMA CON RADIOALTIMETRO,NT5301,34-31,147.0
23192,2021-12-15,08:07:00,Avión 32,PDQ,U/S FLIGHT ATTENDANT HANDSET,NT106,44-10,82.0
23222,2021-12-15,15:40:00,Avión 7,PDQ,PUERTA DEL TRANSPORTÍN TRASERO TCP QUE NO BLOCA,NT221,25-21,31.0
23224,2021-12-15,16:20:00,Avión 23,PIQ,DOORS ALERT SYSTEM U/S,NT471,20-45,5.0
23227,2021-12-15,18:44:00,Avión 12,PIQ,ENG2 WHITE SMOKE DURING START,NT5151,71-00,138.0
23231,2021-12-15,19:32:00,Avión 15,PDQ,PROBLEMA RADIOALTIMETRO,NT5301,34-31,3.0
23309,2021-12-17,15:00:00,Avión 4,PDQ,BLEED 2 LEAK MASTER CAUTION,nan,36-00,83.0
23312,2021-12-17,15:42:00,Avión 32,PDQ,D.U.2 FAIL,NT5101,31-61,15.0
23317,2021-12-17,19:43:00,Avión 31,PDQ,CARGO DOOR DO NOT CLOSED,NT536,52-31,21.0
23334,2021-12-18,08:39:00,Avión 14,PIQ,LAVATORY SMOKE FAULT,NT6321,26-15,15.0
23346,2021-12-18,16:51:00,Avión 13,PIQ,NSS U/S - MCDU,NT147,34-58,3.0
23383,2021-12-19,18:20:00,Avión 32,nan,FALLO EN CABINA - RESETEO,NT5401,UNK,12.0
23396,2021-12-20,09:13:00,Avión 2,PIQ,PARK BRK ON INDICATION REMAIN,NT606,32-45,21.0
23398,2021-12-20,09:54:00,Avión 32,PDQ,KIT COVID,nan,25-60,5.0
23411,2021-12-20,15:30:00,Avión 11,nan,INTERPHONE DOESN´T WORK PROPERLY,NT237,23-44,4.0
23433,2021-12-21,06:55:00,Avión 22,PDQ,KIT DE SABANAS PARA LA CAMILLA,nan,25-81,7.0
23440,2021-12-21,11:52:00,Avión 2,PIQ,ICE DETECTION SYSTEM LIGHT DOES NOT ILUMINATE PROPERLY,NT662,33-49,132.0
23441,2021-12-21,11:58:00,Avión 19,PIQ,PASSANGER CABIN TEMPERATURE DOESN´T COOL Tº 31 DUCT 50,NT423,21-61,11.0
23450,2021-12-21,14:38:00,Avión 21,PIQ,CHECK WHEELS Nº3 AND 4,NT628,12-37,28.0
23453,2021-12-21,15:35:00,Avión 23,PIQ,"""PKG BRK"" ICAS 1/L LT BURNT",NT943,20-45,22.0
23455,2021-12-21,16:39:00,Avión 13,PDQ,"DURING ICE ACCRETION, ENGINE DE-ICE NUMBER 2 FAULT",NT519,30-00,40.0
23485,2021-12-22,11:00:00,Avión 4,PDQ,SMALL DENT FOUND NEAR GPU CONNECTION,NT591,53-00,5.0
23488,2021-12-22,11:29:00,Avión 32,PDQ,PROBLEMA REVERSAS,NT5231,78-30,174.0
23517,2021-12-23,07:53:00,Avión 20,PIQ,AIL LOCK LIT,NT605,27-70,49.0
23521,2021-12-23,08:57:00,Avión 30,PIQ,FORWARD CABI ATTENDANT SEAT DOES NOT LOCK,PM413,25-21,20.0
23543,2021-12-23,16:19:00,Avión 23,PIQ,PROBLEMA EN TRASPORTIN,NT4591,25-21,3.0
23557,2021-12-24,06:45:00,Avión 14,PIQ,PUERTA DE BODEGA NO CIERRA/ABRE,NT414,52-31,20.0
23562,2021-12-24,10:08:00,Avión 15,PDQ,ENGINE SHORT DISPATCH,NT9400,72-00,3.0
23604,2021-12-25,21:59:00,Avión 2,PDQ,PUERTA BODEGA,193,52-31,8.0
23611,2021-12-26,06:07:00,Avión 15,nan,LH FORWARD OVERWING EMERGENCY EXIT SIGN IS MISSING,NT5601,33-50,20.0
23623,2021-12-26,17:08:00,Avión 2,PDQ,PUERTA CARGO,NT169,52-31,6.0
23643,2021-12-26,20:50:00,Avión 3,nan,REINICIO DE PUESTA EN MARCHA,NT549,80-00,3.0
23678,2021-12-28,07:49:00,Avión 11,PDQ,OXIGEN BOTTLE WITHOUT EXPIRE DATE STICK,NT231,35-31,3.0
23679,2021-12-28,08:26:00,Avión 24,PDQ,LATE RELEASE FROM SCH MAINT - TECHNICAL,nan,05-20,5.0
23731,2021-12-29,13:02:00,Avión 6,PDQ,BLEED 1 FAIL (NO RESET),NT5101,36-11,49.0
23746,2021-12-29,16:52:00,Avión 3,PDQ,PROBLEMAS CON LA PUESTA MARCHA,NT311,UNK,6.0
23763,2021-12-30,08:06:00,Avión 18,PDQ,DUDA SOBRE DIFERIDO + PILAS PARA CASCOS,NT504,00-00,4.0
23795,2021-12-31,07:04:00,Avión 24,PDQ,ENG FUEL #2 FAULT,153,71-00,26.0
23840,2022-01-01,15:30:00,Avión 13,PIQ,SOLICITA ATLS,NT942,00-00,0.0
23857,2022-01-02,10:55:00,Avión 8,PIQ,- AFT SMOKE ON FWS AFTER ENERGIZATION,NT485,26-15,10.0
23862,2022-01-02,16:01:00,Avión 18,PDQ,MASCARILLA CADUCADA Y DIFERIDO GALLEY,NT324,35-00,0.0
23881,2022-01-03,06:41:00,Avión 32,PDQ,AL AVION LE FALTA COMBUSTIBLE,153,12-11,7.0
23885,2022-01-03,08:19:00,Avión 1,SMA,VHF1 FAULT,NT309,23-12,140.0
23898,2022-01-03,15:54:00,Avión 23,PDQ,HOT TEMPERATURE,NT501,21-60,46.0
23928,2022-01-04,11:02:00,Avión 15,PDQ,ENGINE#1 ITT RISES TO 946ºC,9300,72-40,1167.0
23950,2022-01-05,02:19:00,Avión 12,PIQ,AILERON POWER CONTROL UNIT,nan,05-20,902.0
23961,2022-01-04,14:00:00,Avión 4,PDQ,AVERIA QUE REQUIERE REINICIO,NT214,UNK,7.0
23978,2022-01-05,16:02:00,Avión 22,TER,WINDSHIELD HEATING SYSTEM INOP LEFT SIDE,NT214,30-60,20.0
23980,2022-01-05,17:24:00,Avión 27,PIQ,"GREEN AND BLUE HYD ""POP-UP"" IN RED.-",PM375,29-10,13.0
24006,2022-01-06,14:38:00,Avión 12,PDQ,"""HYD 2 LO QTY"" ADVISORY EICAS MESSAGE",NT5601,29-31,13.0
24008,2022-01-06,17:01:00,Avión 1,PDQ,SENSITIVITY OF RIGHT PEDAL (CM1). IMMEDIATE DRY BRAKING.,NT304,32-42,30.0
24016,2022-01-06,22:43:00,Avión 4,HOR,PROBLEMA PUESTA EN MARCHA,NT523,UNK,5.0
24018,2022-01-07,02:43:00,Avión 6,PDQ,C/B REFUELING 1 (OUT) (NO RESET) REFUELING PANEL INOP,NT6604,28-23,895.0
24024,2022-01-07,07:39:00,Avión 10,PIQ,"EE1 "" FAULT "" ENG N 1",NT655,73-23,11.0
24025,2022-01-07,08:26:00,Avión 32,PDQ,PROBLEMAS CON EL GRUPO,NT5430,24-40,7.0
24041,2022-01-07,14:35:00,Avión 18,PIQ,FALLOS LOOP ENG1 Y 2,NT179,00-00,8.0
24045,2022-01-07,18:06:00,Avión 1,PDQ,LEFT PEDAL BRAKE CM#1 BRAKING ACTION BAD,NT219,32-40,3.0
24066,2022-01-08,07:38:00,Avión 11,PDQ,FRONT COVER EMERGENCY BOX S/C BROKEN,NT157,25-21,12.0
24086,2022-01-08,17:37:00,Avión 1,PDQ,VHF#1 U/S.,NT223,23-12,45.0
24100,2022-01-09,06:31:00,Avión 22,PDQ,REFUELLING PROBLEM,NT153,28-25,18.0
24108,2022-01-09,15:48:00,Avión 6,PDQ,REFUELING FAIL,NT5201,28-00,36.0
24109,2022-01-09,15:53:00,Avión 19,PDQ,GROUND CALL HORN INOP (SOUND AND LIGHT),NT517,23-42,22.0
24112,2022-01-09,16:22:00,Avión 4,PIQ,FALLO FECHA DIFERIDO EN HIL,673,00-00,2.0
24120,2022-01-09,19:20:00,Avión 24,nan,ERRORES Y RESETEO TRAS REFUELLING,NT5861,UNK,3.0
24131,2022-01-10,07:23:00,Avión 24,PDQ,BLEED 2 FAIL,NT106,36-11,25.0
24160,2022-01-10,21:54:00,Avión 25,nan,COVER RACK LOOSE ON SEATS 16 A B,NT191,25-00,24.0
24170,2022-01-11,06:36:00,Avión 10,PIQ,EEC 1 FAULT,NT429,73-00,24.0
24301,2022-01-14,07:32:00,Avión 25,PDQ,FOUND HYD LEAK AT PIPE OF BRAKE,NT235,20-23,10.0
24326,2022-01-14,18:34:00,Avión 18,PIQ,"ON GROUND, GROUND CROSS FEED DOESN`T CLOSE",NT674,25-00,18.0
24347,2022-01-15,08:36:00,Avión 14,PIQ,INTERPHONE TCP (CABIN TO CABIN) DOESN`T WORK,NT193,23-43,7.0
24358,2022-01-15,13:57:00,Avión 9,PDQ,COVERS MUST BE REMOVED PRIOR NEXT FLIGHT,NT227,12-31,9.0
24361,2022-01-15,16:29:00,Avión 11,PIQ,REPOSICIÓN DE EXTINTOR PARA  CABINA,NT474,26-24,30.0
24371,2022-01-15,21:13:00,Avión 8,PDQ,RETIRADA COVERS,NT204,12-31,8.0
24393,2022-01-16,15:41:00,Avión 25,PDQ,FAK SEAL BROKEN,NT110,25-64,5.0
24395,2022-01-16,18:41:00,Avión 3,PDQ,0108365/D1,nan,72-00,0.0
24396,2022-01-16,19:11:00,Avión 12,PDQ,CMC MESSAGE AFTER ENG 1 NO DISPATCH,nan,80-00,65.0
24398,2022-01-16,21:33:00,Avión 3,PDQ,PROBLEMAS CON PANEL DE COMBUSTIBLE Y PUERTA DE CARGO,NT204,52-31,15.0
24399,2022-01-16,18:00:00,Avión 3,nan,RETRASO SIN ACCIÓN DE MTTO,nan,UNK,6.0
24426,2022-01-17,14:15:00,Avión 13,PDQ,PROBES HT PITOT / FO U/S,NT2P,34-11,65.0
24434,2022-01-17,17:14:00,Avión 2,PIQ,LUZ PUERTA PASAJE ABIERTA,NT006P,52-11,8.0
24459,2021-11-28,09:00:00,Avión 5,PIQ,NOINFO,108,UNK,5.0
24472,2022-01-18,14:32:00,Avión 2,PIQ,DOOR LH AFT AMBER LIGHT MC ON GROUND AND IN FLIGHT,NT612,52-11,8.0
24474,2022-01-18,15:30:00,Avión 23,PIQ,LOOP B SPURIOUS FAULT ENGINE 2,NT943,26-12,38.0
24531,2022-01-20,07:10:00,Avión 2,PIQ,VERIFICAR FECHA EXTINTOR,NT605,26-24,4.0
24554,2022-01-20,16:55:00,Avión 1,PDQ,VHF-1 FAIL,NT166,23-51,40.0
24577,2022-01-21,06:56:00,Avión 25,PIQ,SCC MEGAPHONE DOES NOT WORK,NT414,23-00,10.0
24592,2022-01-21,13:34:00,Avión 2,PIQ,PROBLEMAS RED BODEGA,NT470,25-56,2.0
24607,2022-01-21,20:12:00,Avión 14,PIQ,ATPCS LIGHT FAILS DURING TAKE OFF ROLL,NT475,76-11,40.0
24646,2022-01-23,00:01:00,Avión 6,PIQ,SPDA FAIL (ADVISORY) UNABLE TO CLEAR,NT5151,24-61,75.0
24683,2022-01-24,06:55:00,Avión 21,PDQ,3 PTV: HYD LOW PRESS,NT503,12-14,28.0
24687,2022-01-24,08:58:00,Avión 23,PDQ,TAXI & T.O. L/U/S,NT501,33-46,7.0
24688,2022-01-24,09:22:00,Avión 2,PIQ,PROBLEMAS PUERTA BODEGA Y TRAMPILLA GPU,NT604,52-31,17.0
24706,2022-01-24,17:43:00,Avión 15,PDQ,FINDING (NRC) TASKCARD E2 DAILY CHECK (0) / ITEM ONE,NT9401,71-61,32.0
24708,2022-01-24,20:08:00,Avión 18,PDQ,56652/D1,NT531,25-45,14.0
24720,2022-01-25,06:38:00,Avión 2,PIQ,COMPROBAR FECHA CADUCIDAD EXTINTOR,nan,26-24,0.0
24740,2022-01-25,14:30:00,Avión 9,PIQ,TRABAJOS PROGRAMADOS,nan,05-20,180.0
24760,2022-01-26,07:45:00,Avión 18,PDQ,OIL CHECK,NT503,12-13,15.0
24769,2022-01-26,10:45:00,Avión 4,nan,PROBLEMA PUETA EN MARCHA POR GPU,NT591,24-40,0.0
24782,2022-01-26,19:51:00,Avión 7,PDQ,OVERHEAD PANEL PITOT HTG CM2 NO WORKS,NT531,20-45,36.0
24917,2022-01-30,18:57:00,Avión 9,PDQ,56647/D1,nan,23-43,15.0
24951,2022-01-31,16:20:00,Avión 23,PIQ,NO INFO,NT421,UNK,2.0
25014,2022-02-02,09:40:00,Avión 9,SMA,INSTALACIÓN DE CAMILLA,NT611,25-81,85.0
25021,2022-02-02,13:18:00,Avión 25,PDQ,PEC 2 FAULT DURING START.,nan,72-00,54.0
25062,2022-02-03,12:57:00,Avión 4,PDQ,0106409/1,NT513,72-00,0.0
25093,2022-02-04,12:01:00,Avión 25,PDQ,DURING START DC GEN 2 FAULT,NT505,24-32,52.0
25105,2022-02-04,15:08:00,Avión 18,PDQ,ACUTE NOISE IN COCKPIT,NT3641,56-12,50.0
25111,2022-02-04,20:11:00,Avión 22,PDQ,FALTAN LIBROS/ MASCARILLA CADUCADA,nan,00-00,5.0
25128,2022-02-05,07:48:00,Avión 10,nan,LOOP B ENGINE #1 U/S,NT642,26-12,13.0
25144,2022-02-05,20:13:00,Avión 12,nan,INOP PUERTA DE PASAJE DELANTERA DESAJUSTADA,nan,52-12,33.0
25154,2022-02-06,06:55:00,Avión 4,PIQ,HIL NO ACTUALIZADO,NT452,00-00,21.0
25155,2022-02-06,07:39:00,Avión 28,PDQ,TEMPERATURE INDICATOR,NT205,21-63,0.0
25157,2022-02-06,08:25:00,Avión 9,PDQ,DOOR SVCE LOCK INOP.,NT102,53-67,43.0
25160,2022-02-06,09:19:00,Avión 31,PDQ,GPU START UP,nan,72-00,0.0
25223,2022-02-08,06:47:00,Avión 10,PIQ,1 ENGINE FIRE TEST FAULT,NT452,26-12,26.0
25235,2022-02-08,19:06:00,Avión 3,PDQ,HANDSET TCP 1 INOPERATIVE,nan,23-43,33.0
25248,2022-02-09,08:24:00,Avión 21,PDQ,MOONTRATE TURBULENCE EXPERIMENTED,NT203,05-51,46.0
25269,2022-02-09,16:53:00,Avión 14,nan,RIGHT SIDE IS 2º LOWER THAN LEFT,nan,32-11,22.0
25309,2022-02-10,21:43:00,Avión 31,PDQ,CAPT EFIS DISPLAY U/S,nan,34-74,7.0
25320,2022-02-10,11:30:00,Avión 23,nan,MONTAJE CAMILLA,NT110,25-81,33.0
25332,2022-02-11,15:41:00,Avión 21,PDQ,BIRDSTRIKE,nan,05-51,20.0
25355,2022-02-12,14:09:00,Avión 1,PIQ,ADC 2 FAULT,NT622,34-11,14.0
25361,2022-02-12,16:19:00,Avión 7,PDQ,SERVICE DOOR-HOOK IN THE FUSELAGE IS BROKEN,NT221,53-67,11.0
25363,2022-02-12,17:47:00,Avión 22,PDQ,F/O PITOT HTG FAULT,NT523,30-30,4.0
25383,2022-02-13,09:11:00,Avión 14,PIQ,RIGHT DOG HOUSE DOESN´T WORK PROPERLY,NT453,25-27,3.0
25396,2022-02-13,16:10:00,Avión 2,PDQ,LAVATORY COURTESY LIGHT U/S,NT150,20-45,4.0
25403,2022-02-13,18:31:00,Avión 19,nan,ADC FAULT ( ADC 2),NT674,34-11,21.0
25419,2022-02-13,11:45:00,Avión 12,nan,RESETEO,NT5231,UNK,8.0
25421,2022-02-14,07:03:00,Avión 1,PIQ,CAPTAIN O2 MASK DOESN´T DO THE TEST,NT640,23-51,24.0
25462,2022-02-15,14:05:00,Avión 20,PDQ,ENG 1 STARTER FAULT,nan,24-32,60.0
25491,2022-02-16,07:06:00,Avión 25,PDQ,57017/1,NT110,26-24,0.0
25509,2022-02-16,17:58:00,Avión 13,PIQ,EMERGENCY BATTERY-TESTING/OCM-1200,NT169,05-20,6.0
25530,2022-02-17,11:25:00,Avión 2,PDQ,FWD HOLD DOOR DO NO CLOSE (H1),NT237,52-31,7.0
25531,2022-02-17,12:02:00,Avión 21,PDQ,ENG START 2 FAULT,NT505,80-11,50.0
25565,2022-02-18,12:28:00,Avión 19,PIQ,FEED LO PR ENG 1,NT618,28-00,0.0
25568,2022-02-18,13:31:00,Avión 8,PIQ,REAR HANDSET DOESN´T WORK PROPERLY,NT6201,23-43,3.0
25576,2022-02-18,15:14:00,Avión 1,TER,DU4 FAULT,NT420,31-63,167.0
25579,2022-02-18,16:18:00,Avión 4,PDQ,CW GEN 1 FAUT ( RESET OK ),NT150,24-22,13.0
25580,2022-02-18,16:26:00,Avión 18,PDQ,FLUCTUATION OBSERVED ON ENG2,NT170,77-20,90.0
25581,2022-02-18,16:43:00,Avión 11,PDQ,"PROBE HTG SBY PITOT SPLY CB"" OUT",NT223,30-00,3.0
25595,2022-02-19,06:38:00,Avión 10,nan,LOOP B ENG 1 FAULT,NT318,26-12,5.0
25598,2022-02-19,09:51:00,Avión 32,PDQ,CREW QUERY - OPERATIONAL,9300,25-60,0.0
25600,2022-02-19,10:31:00,Avión 9,PIQ,BIRD STRIKE DURING FLIGHT,NT612,05-51,7.0
25612,2022-02-19,15:46:00,Avión 13,PDQ,ARMREST 4F MISSING,NT166,25-00,3.0
25647,2022-02-20,15:11:00,Avión 32,PDQ,"CMS AUDIO VOICE DOESN´T WORKS, ONLY MUSIC.",NT5301,44-00,59.0
25670,2022-02-21,10:24:00,Avión 2,PIQ,RH WINDSHIELD CRACKED,NT422,30-40,24.0
25671,2022-02-21,11:18:00,Avión 27,nan,BIRD STRIKE,PM419,05-51,60.0
25683,2022-02-21,16:04:00,Avión 8,PIQ,GPU COMPARMENT (GROUND CABLE) BROKEN,NT1011,20-28,40.0
25684,2022-02-21,16:04:00,Avión 15,PDQ,EL APU NO DA BLEED,NT5101,49-50,105.0
25705,2022-02-22,07:50:00,Avión 15,PIQ,DAÑOS POR FOD EN RUEDA,NT153,32-49,67.0
25715,2022-02-22,14:40:00,Avión 19,PIQ,0106533/1,NT622,25-00,0.0
25746,2022-02-23,12:45:00,Avión 12,PIQ,CM2 PILOT SEAT LONGITUDINAL ADJUSTMENT INOPERATIVE,NT5151,25-11,97.0
25780,2022-02-24,07:09:00,Avión 21,PIQ,MEDICION COMBUSTIBLE,NT193,12-11,4.0
25783,2022-02-24,08:15:00,Avión 2,nan,LANDING GEAR RETRACTION NOT POSSIBLE,NT655,32-31,74.0
25785,2022-02-24,09:15:00,Avión 20,PDQ,MANUAL MODE YAW TRIM INOP,NT104,27-00,38.0
25787,2022-02-24,10:37:00,Avión 9,PDQ,STARTING ENGINE 1 OIL PRESS RISE VERY SLOW,NT120,72-00,54.0
25788,2022-02-24,10:47:00,Avión 21,PDQ,MEDICION COMBUSTIBLE,NT1141,12-11,30.0
25794,2022-02-24,13:31:00,Avión 21,PDQ,MEDICION COMBUSTIBLE,NT517,12-11,29.0
25795,2022-02-24,13:50:00,Avión 8,PDQ,NOINFO,214,UNK,13.0
25824,2022-02-25,12:01:00,Avión 31,PDQ,OIL ON ENG 1,NT190,72-00,86.0
25829,2022-02-25,13:39:00,Avión 7,nan,ICE TEST P/B INOP (NO TEST),NT4591,33-47,1.0
25836,2022-02-25,15:05:00,Avión 21,PIQ,MEDICION COMBUSTIBLE,NT620,12-11,14.0
25837,2022-02-25,15:07:00,Avión 18,TER,TO CONFIG TEST WARNING,NT432,27-00,232.0
25873,2022-02-26,19:49:00,Avión 31,PDQ,PACK VALVE FAULT Nº2,NT186,36-11,40.0
25901,2022-02-27,14:07:00,Avión 20,PDQ,WATER EXTINGUISHER IN POOR CONDITION,nan,26-24,3.0
25909,2022-02-27,18:05:00,Avión 21,PDQ,MEDICION COMBUSTIBLE,nan,12-11,20.0
25910,2022-02-27,18:47:00,Avión 20,PDQ,RUDDER TRIM INOPERATIVE.,NT233,31-19,170.0
25912,2022-02-27,19:18:00,Avión 8,PIQ,APPEARS AGAIN GPWS/TERRAIN FAULT,NT179,34-48,63.0
25914,2022-02-27,20:38:00,Avión 21,PDQ,MEDICION COMBUSTIBLE,nan,12-11,23.0
25916,2022-02-27,21:43:00,Avión 11,PDQ,ENG #2 START FAULT LIGHT,NT535,72-00,56.0
25921,2022-02-27,17:40:00,Avión 2,nan,NOINFO,NT154,UNK,8.0
25928,2022-02-28,06:45:00,Avión 21,PIQ,57774/1,NT195,23-43,0.0
25932,2022-02-28,09:09:00,Avión 21,PIQ,MEDICION COMBUSTIBLE,NT415,28-43,5.0
25934,2022-02-28,10:10:00,Avión 3,PIQ,ARM REST STUCK UP,NT612,25-00,11.0
25937,2022-02-28,13:53:00,Avión 21,PIQ,MEDICION COMBUSTIBLE,NT658,12-11,13.0
25947,2022-02-28,16:26:00,Avión 9,PIQ,NO ABRE PUERTA BODEGA,NT622,52-31,36.0
25989,2022-03-01,16:19:00,Avión 21,PIQ,MEDICION COMBUSTIBLE,NT471,12-11,4.0
25995,2022-03-01,20:01:00,Avión 7,PDQ,LOW PRESSURE BLUE HYD PUMP,NT3261,29-00,55.0
25996,2022-03-01,20:02:00,Avión 8,PIQ,CABLE DE INTERFONO DE SOBRECARGO ROTO,NT6161,23-30,3.0
26024,2022-03-02,12:02:00,Avión 15,nan,AFT LAVATORY SMOKE TEST,nan,26-00,10.0
26055,2022-03-02,15:15:00,Avión 25,nan,RESETEO POR FALLO PUESTA EN MARCHA,NT515,80-00,7.0
26077,2022-03-03,14:36:00,Avión 13,PDQ,EMERGENCY LT PAX DOOR U/S,NT314,20-45,10.0
26082,2022-03-03,16:40:00,Avión 14,PDQ,ATPCS FAULT,NT154,61-22,68.0
26098,2022-03-04,03:53:00,Avión 9,PDQ,CHECK SOME OIL LEAK ENGINE#2,NT192,79-00,89.0
26108,2022-03-04,08:18:00,Avión 24,nan,IDG 2 OFF BUS DURING ENGINE START #2,NT153,24-21,49.0
26110,2022-03-04,11:01:00,Avión 9,PDQ,PITOT FAIL,NT109,30-30,23.0
26122,2022-03-04,15:48:00,Avión 21,PDQ,MEDICION COMBUSTIBLE,nan,12-28,16.0
26123,2022-03-04,16:09:00,Avión 16,PDQ,POINTER TQ INDICATOR ENG2,nan,72-00,51.0
26153,2022-03-05,13:09:00,Avión 19,PDQ,DC GEN 1 FAULT DURING ROLLING TAKE OFF,NT145,24-32,153.0
26154,2022-03-05,13:51:00,Avión 8,PDQ,THE LAVATORY SMOKE DETECTION,NT205,26-15,20.0
26182,2022-03-06,07:47:00,Avión 28,PDQ,FILTER POP UP IN RED.,nan,79-21,40.0
26188,2022-03-06,11:23:00,Avión 19,PDQ,DC GEN#1 FAULT,314,24-32,30.0
26212,2022-03-07,04:13:00,Avión 13,PDQ,EMER BAT FAULT,NT318,24-31,76.0
26222,2022-03-07,06:50:00,Avión 20,PDQ,TERRAIN FAULT,NT500,34-48,22.0
26224,2022-03-07,07:52:00,Avión 14,PDQ,ENGINE LATCH BROKEN,nan,71-00,24.0
26270,2022-03-08,07:07:00,Avión 25,nan,PARASOL MAGNETIC  INOP,nan,25-13,3.0
26271,2022-03-08,07:28:00,Avión 14,PDQ,PILOT REPORT - OPERATIONAL,NT156,25-00,0.0
26302,2022-03-08,19:27:00,Avión 7,PIQ,RUIDO AMORTIGUADOR,NT179,32-11,5.0
26319,2022-03-09,06:44:00,Avión 4,PDQ,"""UNLOCK"" PROP BRK",nan,61-51,15.0
26322,2022-03-09,07:37:00,Avión 2,PDQ,CABIN TEMP SEL. DOESN`T WORK.,205,21-11,275.0
26349,2022-03-09,18:30:00,Avión 32,PDQ,WINDSHEAR WHIPER,nan,30-00,6.0
26391,2022-03-10,16:03:00,Avión 35,PDQ,INVERTER 2 FAULT,NT314,24-46,60.0
26413,2022-03-11,06:40:00,Avión 6,PIQ,18 D/F NO SMOKING LIGHT INOP,NT106,33-26,10.0
26422,2022-03-11,10:45:00,Avión 25,nan,LATE RELEASE FROM SCH MAINT - TECHNICAL,NT510,05-20,13.0
26428,2022-03-11,14:30:00,Avión 6,nan,BLEED 1 FAIL DURING ENGINE 1 START,nan,36-00,69.0
26475,2022-03-12,14:32:00,Avión 4,PIQ,"OXG. MASK CM2, DON´T WORK PROPERLY",NT425,23-51,10.0
26512,2022-03-13,14:27:00,Avión 11,PIQ,OXYGEN BOTTLE TCP 1 CANNOT BE SECURED CORRECTLY,NT622,25-00,3.0
26514,2022-03-13,14:44:00,Avión 6,nan,BLEDD 1 FAIL,nan,36-00,28.0
26520,2022-03-13,16:43:00,Avión 28,PIQ,BIRD STRIKE DURING TAKE OFF RUN,NT630,05-51,64.0
26552,2022-03-14,09:57:00,Avión 10,PDQ,STATIC PORTS CORROSION,NT521,53-00,45.0
26556,2022-03-14,12:06:00,Avión 2,PIQ,DE-ICING AIRFRAME FAULT,NT469,30-82,72.0
26572,2022-03-14,18:40:00,Avión 10,PDQ,DE ICING ENG 1 AND ENG 2 FAILURE,NT219,30-21,60.0
26591,2022-03-15,06:45:00,Avión 7,PIQ,LUZ INOP,452,33-00,16.0
26593,2022-03-15,07:15:00,Avión 8,nan,GPWS Y TERRAIN FAULT,NT156,42-11,25.0
26618,2022-03-15,15:50:00,Avión 18,PDQ,MANCHA DE ACEITE DEBAJO DEL ENG#2,NT365,79-00,3.0
26651,2022-03-16,08:01:00,Avión 13,PDQ,SEAT 17 F ARMREST BROKEN,NT203,25-21,11.0
26655,2022-03-16,09:43:00,Avión 14,PIQ,FUEL CLOG,NT656,28-21,27.0
26663,2022-03-16,08:15:00,Avión 3,PDQ,PROBLEMAS CON EL CIERRE DE BODEGA DELANTERA,501,52-31,5.0
26672,2022-03-16,15:27:00,Avión 25,PDQ,AIRCRAFT DOCUMENTATION PROBLEM - OPERATIONAL,167,05-00,0.0
26675,2022-03-16,15:57:00,Avión 19,PIQ,CREW QUERY - OPERATIONAL,633,35-00,0.0
26717,2022-03-17,14:26:00,Avión 15,PDQ,DEFECTO MESILLA,5601,25-00,4.0
26721,2022-03-17,15:13:00,Avión 11,PDQ,CREW QUERY - OPERATIONAL,NT511,00-00,0.0
26725,2022-03-17,16:42:00,Avión 16,PIQ,POP-UP GREEN LINE,NT632,29-10,5.0
26728,2022-03-17,17:47:00,Avión 2,PDQ,PACK 2 PROBLEMS,NT170,21-51,123.0
26755,2022-03-18,07:22:00,Avión 7,PDQ,TCP FORWARD INTERCOM U/S.,155,23-43,5.0
26767,2022-03-18,14:06:00,Avión 32,nan,INTERNAL EMERGENCY CALL U/S.,5400,23-51,22.0
26774,2022-03-18,15:34:00,Avión 28,PIQ,READING MAP LIGHT KNOB IS LOOSE,NT439,20-21,5.0
26777,2022-03-18,15:42:00,Avión 8,PDQ,A-ICING PITOT STBY HEATING FAULT,NT221,30-30,10.0
26779,2022-03-18,16:03:00,Avión 25,PIQ,ADC #2 FAULT,NT117,34-10,8.0
26780,2022-03-18,16:08:00,Avión 14,PIQ,SECURITY BAR DOOR H CARGO DOOR U/S,NT166,20-21,10.0
26782,2022-03-18,19:17:00,Avión 4,PDQ,VOICE RECORDER 3 TIMES FALTS,NT525,23-71,62.0
26783,2022-03-18,19:20:00,Avión 25,PDQ,YAW DUMPER DEGRADED,NT186,22-10,96.0
26802,2022-03-19,13:28:00,Avión 12,nan,COCKPIT SECURITY DOOR PROBLEM,nan,52-51,4.0
26809,2022-03-19,18:07:00,Avión 2,PDQ,CHEQUEAR MASCARA DE O2,NT6307,35-10,12.0
26843,2022-03-20,15:26:00,Avión 13,PDQ,REMOVAL OF THE NLG WHEEL/TIRE ASSEMBLY,nan,12-37,15.0
